table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,ja-Hrkt,くぼこうえん・とらいふむさしの（むーばす）,,,久保公園・とらいふ武蔵野（ムーバス）
stops,stop_name,ja,久我山,,,久我山
stops,stop_name,en,Kugayama,,,久我山
stops,stop_name,ja-Hrkt,くがやま,,,久我山
stops,stop_name,ja,久我山四丁目,,,久我山四丁目
stops,stop_name,en,Kugayama 4-chome,,,久我山四丁目
stops,stop_name,ja-Hrkt,くがやまよんちょうめ、久我山４丁目、久我山4丁目,,,久我山四丁目
stops,stop_name,ja,久我山病院,,,久我山病院
stops,stop_name,en,Kugayama Byoin,,,久我山病院
stops,stop_name,ja-Hrkt,くがやまびょういん,,,久我山病院
stops,stop_name,ja,久我山駅入口（すぎ丸）,,,久我山駅入口（すぎ丸）
stops,stop_name,en,Kugayama Station Iriguchi,,,久我山駅入口（すぎ丸）
stops,stop_name,ja-Hrkt,くがやまえきいりぐち（すぎまる）,,,久我山駅入口（すぎ丸）
stops,stop_name,ja,久我山駅（すぎ丸）,,,久我山駅（すぎ丸）
stops,stop_name,en,Kugayama Station,,,久我山駅（すぎ丸）
stops,stop_name,ja-Hrkt,くがやまえき（すぎまる）,,,久我山駅（すぎ丸）
stops,stop_name,ja,事務本部,,,事務本部
stops,stop_name,en,Jimu Honbu,,,事務本部
stops,stop_name,ja-Hrkt,じむほんぶ,,,事務本部
stops,stop_name,ja,事務本部（新町五丁目）,,,事務本部（新町五丁目）
stops,stop_name,en,Jimu Honbu (Shinmachi 5-chome),,,事務本部（新町五丁目）
stops,stop_name,ja-Hrkt,じむほんぶ（しんまちごちょうめ）,,,事務本部（新町五丁目）
stops,stop_name,ja,五中前,,,五中前
stops,stop_name,en,Gochu Mae,,,五中前
stops,stop_name,ja-Hrkt,ごちゅうまえ,,,五中前
stops,stop_name,ja,五中北（ムーバス）,,,五中北（ムーバス）
stops,stop_name,en,Gochyu Kita,,,五中北（ムーバス）
stops,stop_name,ja-Hrkt,ごちゅうきた（むーばす）,,,五中北（ムーバス）
stops,stop_name,ja,五小通り（ムーバス）,,,五小通り（ムーバス）
stops,stop_name,en,Gosho Tori,,,五小通り（ムーバス）
stops,stop_name,ja-Hrkt,ごしょうどおり（むーばす）,,,五小通り（ムーバス）
stops,stop_name,ja,五日市街道営業所,,,五日市街道営業所
stops,stop_name,en,Itsukaichi Kaido Eigyosho,,,五日市街道営業所
stops,stop_name,ja-Hrkt,いつかいちかいどうえいぎょうしょ,,,五日市街道営業所
stops,stop_name,ja,五日市街道（すぎ丸）,,,五日市街道（すぎ丸）
stops,stop_name,en,Itsukaichi Kaido,,,五日市街道（すぎ丸）
stops,stop_name,ja-Hrkt,いつかいちかいどう（すぎまる）,,,五日市街道（すぎ丸）
stops,stop_name,ja,井の頭通り,,,井の頭通り
stops,stop_name,en,Inokashira-dori,,,井の頭通り
stops,stop_name,ja-Hrkt,いのかしらどおり,,,井の頭通り
stops,stop_name,ja,井草一丁目,,,井草一丁目
stops,stop_name,en,Igusa 1-chome,,,井草一丁目
