stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
4227_2,,江原中野通り,,35.729977,139.676820,,,0,4227,,,
4229_1,,芳花園住宅,,35.727116,139.676480,,,0,4229,,,
4229_2,,芳花園住宅,,35.727440,139.676700,,,0,4229,,,
4231_1,,水道タンク前,,35.724648,139.675450,,,0,4231,,,
4231_2,,水道タンク前,,35.724990,139.675610,,,0,4231,,,
4301_1,,大下橋,,35.719025,139.670170,,,0,4301,,,
4301_2,,大下橋,,35.718582,139.670070,,,0,4301,,,
4303_1,,下田橋,,35.720833,139.671300,,,0,4303,,,
4303_2,,下田橋,,35.721584,139.672040,,,0,4303,,,
4304_1,,哲学堂東,,35.723590,139.675740,,,0,4304,,,
4304_2,,哲学堂東,,35.723700,139.676000,,,0,4304,,,
4305_1,,哲学堂下,,35.723010,139.673220,,,0,4305,,,
4305_2,,哲学堂下,,35.723070,139.673500,,,0,4305,,,
4307_1,,蓮華寺下,,35.724451,139.672415,,,0,4307,,,
4307_2,,蓮華寺下,,35.723998,139.672350,,,0,4307,,,
4309_1,,江古田住宅,,35.726837,139.672450,,,0,4309,,,
4309_2,,江古田住宅,,35.726933,139.672670,,,0,4309,,,
4311_1,,東橋,,35.726685,139.670030,,,0,4311,,,
4311_2,,東橋,,35.726746,139.669900,,,0,4311,,,
4313_1,,合同住宅前,,35.726875,139.666030,,,0,4313,,,
4313_2,,合同住宅前,,35.727135,139.665510,,,0,4313,,,
4315_1,,総合東京病院（下徳田橋）,,35.727740,139.663390,,,0,4315,,,
4315_2,,総合東京病院（下徳田橋）,,35.727580,139.664140,,,0,4315,,,
4317_1,,徳田,,35.728947,139.660800,,,0,4317,,,
4317_2,,徳田,,35.729233,139.660600,,,0,4317,,,
4319_1,,豊玉中三丁目,,35.732273,139.654200,,,0,4319,,,
4319_2,,豊玉中三丁目,,35.732360,139.654890,,,0,4319,,,
4321_1,,豊玉小学校,,35.732010,139.650330,,,0,4321,,,
4321_2,,豊玉小学校,,35.732100,139.651660,,,0,4321,,,
4323_1,,南蔵院,,35.732048,139.648210,,,0,4323,,,
4323_2,,南蔵院,,35.732113,139.648040,,,0,4323,,,
4325_1,,中村小学校,,35.732150,139.643690,,,0,4325,,,
4325_2,,中村小学校,,35.732216,139.643280,,,0,4325,,,
4327_1,,中村南二丁目,,35.728775,139.643650,,,0,4327,,,
4329_1,,中村中学,,35.728600,139.645700,,,0,4329,,,
4331_1,,中村南スポーツ交流センター,,35.728382,139.649640,,,0,4331,,,
4333_1,,学田橋,,35.728330,139.651370,,,0,4333,,,
4335_1,,西本村橋,,35.728270,139.653750,,,0,4335,,,
4337_1,,氷川神社,,35.727997,139.656500,,,0,4337,,,
4337_2,,氷川神社,,35.728140,139.656230,,,0,4337,,,
4339_1,,徳田橋,,35.727596,139.659200,,,0,4339,,,
4341_1,,中新井橋,,35.727795,139.661560,,,0,4341,,,
4341_2,,中新井橋,,35.727830,139.661290,,,0,4341,,,
4401_1,,聖母病院,,35.720364,139.694560,,,0,4401,,,
4401_2,,聖母病院,,35.720043,139.694690,,,0,4401,,,
4403_1,,下落合駅,,35.715504,139.694300,,,0,4403,,,
4403_2,,下落合駅,,35.716030,139.694600,,,0,4403,,,
4405_1,,落合中央公園,,35.713844,139.692170,,,0,4405,,,
4405_2,,落合中央公園,,35.713985,139.692280,,,0,4405,,,
4407_1,,東中野駅東口,,35.706890,139.686300,,,0,4407,,,
4409_0,,高田馬場駅,,35.712952,139.704413,,,0,4409,,,
4409_1,,高田馬場駅,,35.712883,139.704820,,,0,4409,,,
4410_1,,高田馬場駅通り,,35.709810,139.703580,,,0,4410,,,
4410_2,,高田馬場駅通り,,35.710520,139.703770,,,0,4410,,,
4411_1,,高田馬場四丁目,,35.708990,139.699510,,,0,4411,,,
4411_2,,高田馬場四丁目,,35.708830,139.698650,,,0,4411,,,
4413_1,,百人町四丁目,,35.708282,139.697770,,,0,4413,,,
4413_2,,百人町四丁目,,35.708110,139.697700,,,0,4413,,,
4415_1,,西戸山公園野球場,,35.707100,139.700100,,,0,4415,,,
4415_2,,西戸山公園野球場,,35.707375,139.699870,,,0,4415,,,
4417_1,,タワーホームズ前,,35.705288,139.700160,,,0,4417,,,
4417_2,,タワーホームズ前,,35.706190,139.699940,,,0,4417,,,
4419_1,,東京山手メディカルセンター,,35.704334,139.698200,,,0,4419,,,
4419_2,,東京山手メディカルセンター,,35.704315,139.699110,,,0,4419,,,
4421_1,,百人町公務員宿舎,,35.704453,139.696720,,,0,4421,,,
4421_2,,百人町公務員宿舎,,35.704520,139.696490,,,0,4421,,,
4423_1,,百人町郵便局,,35.706290,139.696300,,,0,4423,,,
4423_2,,百人町郵便局,,35.706867,139.696000,,,0,4423,,,
4425_1,,東中野本通り,,35.708714,139.687100,,,0,4425,,,
4425_2,,東中野本通り,,35.707912,139.686280,,,0,4425,,,
4427_1,,東中野駅入口,,35.705868,139.685760,,,0,4427,,,
4429_1,,東中野駅大江戸線口,,35.706430,139.683610,,,0,4429,,,
4431_0,,東中野駅西口,,35.706435,139.683328,,,0,4431,,,
4431_1,,東中野駅西口,,35.706330,139.683270,,,0,4431,,,
4433_1,,新宿西口,,35.691003,139.696890,,,0,4433,,,
4501_2,,桜台駅,,35.738140,139.660780,,,0,4501,,,
4503_2,,リサイクルセンター入口,,35.736557,139.660130,,,0,4503,,,
4505_2,,桜台駅通り,,35.735630,139.659550,,,0,4505,,,
4507_2,,豊玉中町,,35.732925,139.659160,,,0,4507,,,
4509_1,,下新街,,35.734787,139.656000,,,0,4509,,,
4511_1,,野方消防署,,35.723576,139.653610,,,0,4511,,,
4511_2,,野方消防署,,35.723656,139.653960,,,0,4511,,,
4511_3,,野方消防署,,35.722744,139.655330,,,0,4511,,,
4511_4,,野方消防署,,35.722878,139.654890,,,0,4511,,,
4511_5,,野方消防署,,35.723217,139.651540,,,0,4511,,,
4511_6,,野方消防署,,35.723335,139.651760,,,0,4511,,,
4513_1,,緑野小学校,,35.722984,139.658340,,,0,4513,,,
4513_2,,緑野小学校,,35.722996,139.658750,,,0,4513,,,
4515_1,,江古田四丁目,,35.723877,139.662310,,,0,4515,,,
4515_2,,江古田四丁目,,35.723764,139.663034,,,0,4515,,,
4519_1,,総合東京病院,,35.727910,139.664610,,,0,4519,,,
4519_2,,総合東京病院,,35.728150,139.664720,,,0,4519,,,
