table_name,field_name,language,translation,record_id,record_sub_id,field_value
routes,route_short_name,en,Route 111,,,111系統
routes,route_short_name,ja,111系統,,,111系統
routes,route_short_name,ja-Hrkt,111ケイトウ,,,111系統
routes,route_short_name,ko,111계통,,,111系統
routes,route_short_name,zh,111系统,,,111系統
routes,route_short_name,en,Route 112,,,112系統
routes,route_short_name,ja,112系統,,,112系統
routes,route_short_name,ja-Hrkt,112ケイトウ,,,112系統
routes,route_short_name,ko,112계통,,,112系統
routes,route_short_name,zh,112系统,,,112系統
routes,route_short_name,en,Route 113,,,113系統
routes,route_short_name,ja,113系統,,,113系統
routes,route_short_name,ja-Hrkt,113ケイトウ,,,113系統
routes,route_short_name,ko,113계통,,,113系統
routes,route_short_name,zh,113系统,,,113系統
routes,route_short_name,en,Route 117,,,117系統
routes,route_short_name,ja,117系統,,,117系統
routes,route_short_name,ja-Hrkt,117ケイトウ,,,117系統
routes,route_short_name,ko,117계통,,,117系統
routes,route_short_name,zh,117系统,,,117系統
routes,route_short_name,en,Route 119,,,119系統
routes,route_short_name,ja,119系統,,,119系統
routes,route_short_name,ja-Hrkt,119ケイトウ,,,119系統
routes,route_short_name,ko,119계통,,,119系統
routes,route_short_name,zh,119系统,,,119系統
routes,route_short_name,en,Route 124,,,124系統
routes,route_short_name,ja,124系統,,,124系統
routes,route_short_name,ja-Hrkt,124ケイトウ,,,124系統
routes,route_short_name,ko,124계통,,,124系統
routes,route_short_name,zh,124系统,,,124系統
routes,route_short_name,en,Route 125,,,125系統
routes,route_short_name,ja,125系統,,,125系統
routes,route_short_name,ja-Hrkt,125ケイトウ,,,125系統
routes,route_short_name,ko,125계통,,,125系統
routes,route_short_name,zh,125系统,,,125系統
routes,route_short_name,en,Route 127,,,127系統
routes,route_short_name,ja,127系統,,,127系統
routes,route_short_name,ja-Hrkt,127ケイトウ,,,127系統
routes,route_short_name,ko,127계통,,,127系統
routes,route_short_name,zh,127系统,,,127系統
routes,route_short_name,en,Route 128,,,128系統
routes,route_short_name,ja,128系統,,,128系統
routes,route_short_name,ja-Hrkt,128ケイトウ,,,128系統
routes,route_short_name,ko,128계통,,,128系統
routes,route_short_name,zh,128系统,,,128系統
routes,route_short_name,en,Route 129,,,129系統
routes,route_short_name,ja,129系統,,,129系統
routes,route_short_name,ja-Hrkt,129ケイトウ,,,129系統
routes,route_short_name,ko,129계통,,,129系統
routes,route_short_name,zh,129系统,,,129系統
routes,route_short_name,en,Route 130,,,130系統
routes,route_short_name,ja,130系統,,,130系統
routes,route_short_name,ja-Hrkt,130ケイトウ,,,130系統
routes,route_short_name,ko,130계통,,,130系統
routes,route_short_name,zh,130系统,,,130系統
routes,route_short_name,en,Route 133,,,133系統
routes,route_short_name,ja,133系統,,,133系統
routes,route_short_name,ja-Hrkt,133ケイトウ,,,133系統
routes,route_short_name,ko,133계통,,,133系統
routes,route_short_name,zh,133系统,,,133系統
routes,route_short_name,en,Route 135,,,135系統
routes,route_short_name,ja,135系統,,,135系統
routes,route_short_name,ja-Hrkt,135ケイトウ,,,135系統
routes,route_short_name,ko,135계통,,,135系統
routes,route_short_name,zh,135系统,,,135系統
routes,route_short_name,en,Route 155,,,155系統
routes,route_short_name,ja,155系統,,,155系統
routes,route_short_name,ja-Hrkt,155ケイトウ,,,155系統
routes,route_short_name,ko,155계통,,,155系統
routes,route_short_name,zh,155系统,,,155系統
routes,route_short_name,en,Route 156,,,156系統
routes,route_short_name,ja,156系統,,,156系統
routes,route_short_name,ja-Hrkt,156ケイトウ,,,156系統
routes,route_short_name,ko,156계통,,,156系統
routes,route_short_name,zh,156系统,,,156系統
routes,route_short_name,en,Route 158,,,158系統
routes,route_short_name,ja,158系統,,,158系統
